prob.dir,test.fold,class.improved,class.initial,label.improved,label.initial
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr10:18024675-38818835,1,10.0007808588725,10.0007808588725,10.0007808588725,10.0007808588725
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr10:18024675-38818835,3,10.0007808588725,10.0007808588725,10.0007808588725,10.0007808588725
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr10:18024675-38818835,4,10.0007808588725,10.0007808588725,10.0007808588725,10.0007808588725
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr11:69774695-87688378,1,9.91519931315875,9.91519931315875,9.91519931315875,9.91519931315875
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr11:69774695-87688378,3,9.91519931315875,9.91519931315875,9.91519931315875,9.91519931315875
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr11:69774695-87688378,4,9.91519931315875,9.91519931315875,9.91519931315875,9.91519931315875
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr12:145739-7189876,1,11.1953214348362,11.1953214348362,11.1953214348362,11.1953214348362
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr12:145739-7189876,2,11.1953214348362,11.1953214348362,11.1953214348362,11.1953214348362
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr12:145739-7189876,3,11.1953214348362,11.1953214348362,11.1953214348362,11.1953214348362
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr14:19050000-107289540,2,8.55765437488899,7.58731411170431,9.16125674880575,9.50095633453046
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr14:19050000-107289540,3,8.70257123624116,7.58731411170431,9.19485160346346,9.50095633453046
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr14:19050000-107289540,4,8.87617056114297,7.58731411170431,9.17141123414185,9.50095633453046
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr16:46510000-88389383,1,7.38739348879185,3.81897243616027,7.87261839665324,7.87261839665324
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr16:46510000-88389383,2,7.37160401510764,3.81897243616027,7.87261839665324,7.87261839665324
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr16:46510000-88389383,3,7.38739348879185,3.81897243616027,7.87502527685637,7.87261839665324
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr1:206482221-223747846,1,8.55139671849801,8.55139671849801,8.55139671849801,8.55139671849801
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr1:206482221-223747846,2,8.55139671849801,8.55139671849801,8.55139671849801,8.55139671849801
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr1:206482221-223747846,4,8.55139671849801,8.55139671849801,8.55139671849801,8.55139671849801
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr3:60000-66170270,1,9.40978241453963,9.40978241453963,9.64136136190805,9.40978241453963
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr3:60000-66170270,2,9.40978241453963,9.40978241453963,9.67294030927647,9.40978241453963
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr3:60000-66170270,4,9.40978241453963,9.40978241453963,9.64530091492456,9.40978241453963
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr4:75452279-190000000,1,11.1989312801476,11.1989312801476,11.1989312801476,11.1989312801476
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr4:75452279-190000000,3,11.1989312801476,11.1989312801476,11.1989312801476,11.1989312801476
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr4:75452279-190000000,4,11.1989312801476,11.1989312801476,11.1989312801476,11.1989312801476
ATAC_JV_adipose/samples/AC1/MSC77/problems/chrX:37148256-49242997,1,10.1983743572082,10.412888159914,10.6995236525013,10.412888159914
ATAC_JV_adipose/samples/AC1/MSC77/problems/chrX:37148256-49242997,2,10.0969009225996,10.412888159914,10.7005032965173,10.412888159914
ATAC_JV_adipose/samples/AC1/MSC77/problems/chrX:37148256-49242997,3,10.2418177839523,10.412888159914,10.7340981511762,10.412888159914
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr10:18024675-38818835,1,9.73907489286544,9.73907489286544,9.73907489286544,9.73907489286544
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr10:18024675-38818835,3,9.73907489286544,9.73907489286544,9.73907489286544,9.73907489286544
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr10:18024675-38818835,4,9.73907489286544,9.73907489286544,9.73907489286544,9.73907489286544
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr11:69774695-87688378,1,8.11804618935307,8.11804618935307,8.11804618935307,8.11804618935307
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr11:69774695-87688378,3,8.11804618935307,8.11804618935307,8.11804618935307,8.11804618935307
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr11:69774695-87688378,4,8.11804618935307,8.11804618935307,8.11804618935307,8.11804618935307
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr12:145739-7189876,1,10.9279103650306,10.9279103650306,10.9279103650306,10.9279103650306
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr12:145739-7189876,2,10.9279103650306,10.9279103650306,10.9279103650306,10.9279103650306
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr12:145739-7189876,3,10.9279103650306,10.9279103650306,10.9279103650306,10.9279103650306
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr14:19050000-107289540,2,8.06246543133716,8.06246543133716,8.46246543133716,8.06246543133716
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr14:19050000-107289540,3,8.06246543133716,8.06246543133716,8.46505707832512,8.06246543133716
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr14:19050000-107289540,4,8.16246543133716,8.06246543133716,8.46246543133716,8.06246543133716
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr16:46510000-88389383,1,7.61094546461611,8.22684017400646,8.11209475991157,8.22684017400646
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr16:46510000-88389383,2,7.50947203001162,8.22684017400646,8.11307440392829,8.22684017400646
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr16:46510000-88389383,3,7.6543888913617,8.22684017400646,8.14667103779827,8.22684017400646
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr1:206482221-223747846,1,8.57738200214195,8.57738200214195,8.57738200214195,8.57738200214195
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr1:206482221-223747846,2,8.57738200214195,8.57738200214195,8.57738200214195,8.57738200214195
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr1:206482221-223747846,4,8.57738200214195,8.57738200214195,8.57738200214195,8.57738200214195
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr4:75452279-190000000,1,11.1516373684986,11.1516373684986,11.2516373684986,11.1516373684986
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr4:75452279-190000000,3,11.1516373684986,11.1516373684986,11.2937426316564,11.1516373684986
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr4:75452279-190000000,4,11.1516373684986,11.1516373684986,11.2516373684986,11.1516373684986
ATAC_JV_adipose/samples/AC1/MSC80/problems/chrX:37148256-49242997,1,9.59057305952527,10.0300079641353,10.0917223548208,10.0300079641353
ATAC_JV_adipose/samples/AC1/MSC80/problems/chrX:37148256-49242997,2,9.48909962491938,10.0300079641353,10.0927303873871,10.0300079641353
ATAC_JV_adipose/samples/AC1/MSC80/problems/chrX:37148256-49242997,3,9.6340164862718,10.0300079641353,10.1262968534941,10.0300079641353
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr10:18024675-38818835,1,9.9380726501756,9.9380726501756,10.0117568607019,9.9380726501756
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr10:18024675-38818835,3,9.9380726501756,9.9380726501756,10.0406642971636,9.9380726501756
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr10:18024675-38818835,4,9.9380726501756,9.9380726501756,10.0380726501756,9.9380726501756
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr11:69774695-87688378,1,9.73716294113038,9.73716294113038,9.73716294113038,9.73716294113038
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr11:69774695-87688378,3,9.73716294113038,9.73716294113038,9.73716294113038,9.73716294113038
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr11:69774695-87688378,4,9.73716294113038,9.73716294113038,9.73716294113038,9.73716294113038
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr12:145739-7189876,1,11.2438384882696,11.3776589349478,11.7449877835643,11.3776589349478
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr12:145739-7189876,2,11.1423650536641,11.3776589349478,11.74596742758,11.3776589349478
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr12:145739-7189876,3,11.2872819150196,11.3776589349478,11.7795622822377,11.3776589349478
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr14:19050000-107289540,2,9.19427020024527,9.19427020024527,9.19427020024527,9.19427020024527
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr14:19050000-107289540,3,9.19427020024527,9.19427020024527,9.19427020024527,9.19427020024527
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr14:19050000-107289540,4,9.19427020024527,9.19427020024527,9.19427020024527,9.19427020024527
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr16:46510000-88389383,1,8.8341253005446,8.8341253005446,8.8341253005446,8.8341253005446
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr16:46510000-88389383,2,8.8341253005446,8.8341253005446,8.8341253005446,8.8341253005446
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr16:46510000-88389383,3,8.8341253005446,8.8341253005446,8.8341253005446,8.8341253005446
